"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"168515","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.4版本(#9672)","","6.4版本(#9672) 验证用户等级删除功能","无","1. 进入控制台-用户管理页面
2. 点击用户等级设置，选择L5等级，点击删除","1. 页面访问成功
2. 删除成功，用户等级为L5等级用户自动上升至L4","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168514","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.4版本(#9672)","","6.4版本(#9672) 验证用户等级设置icon提示","无","1. 进入控制台-用户管理-用户等级设置
2. 鼠标移入用户等级icon","1. 级别数字越小，代表的用户等级越低。
2. 未配置用户等级的用户，用户等级默认置为最低等级。","1. 
2.","","3","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168513","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.4版本(#9672)","","6.4版本(#9672) 验证新增用户等级设置功能","无","1. 进入控制台-用户管理页面
2. 点击用户设置下拉框，选择用户等级等级设置
3. 点击新增用户等级，级别新增6，用户等级L6，点击保存","1. 页面访问成功
2. 弹出用户等级二次弹窗，默认展示L1～L5
3. 保存成功","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168512","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.4版本(#9672)","","6.4版本(#9672) 验证历史用户处理的功能","无","1. 进入控制台-用户管理页面
2. 查看历史用户详情","1. 页面访问成功
2. 用户等级修改为最低等级L1","1. 
2.","","1","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168511","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.4版本(#9672)","","6.4版本(#9672) 验证控制台-用户管理 新增用户设置下拉框","无","1. 进入控制台-用户管理页面，查看界面展示","1. 页面新增用户设置下拉框
下拉框展示：用户自定义属性、新增用户等级设置，用户密码策略，最下面新增批量修改用户等级功能","1.","","3","功能测试","功能测试阶段","正常","0","0","1","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168510","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户列表用户等级权限点","无","1. 进入角色管理页面
2. 查看用户中心权限点","1. 页面访问成功
2. 全局-用户中心新增编辑用户等级配置权限点
超级管理员、系统管理员有权限
集群管理员、租户所有者、租户管理员、普通用户无此权限
不可自定义角色权限","1. 
2.","","3","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168509","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证修改用户等级设置触发审计日志的功能","无","1. 进入用户中心，修改用户等级A、B、C、D、E，点击确定
2. 动作下拉框选择 修改动作
3. 进入审计日志页面，查看审计日志内容","1. 修改成功
2. 
3. 详细展示用户：admin@dtstack.com 修改后用户等级：A、B、C、D、E","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","1","3","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168508","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证审计日志新增修改用户等级设置动作","无","1. 进入审计日志
2. 查看动作下拉框","1. 页面访问成功
2. 新增修改用户等级设置","1. 
2.","","3","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168507","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户管理 批量修改用户等级的功能","无","1. 进入用户管理页面
2. 点击批量配置用户等级
3. 选择L3等级，点击确定
4. 用户详情","1. 页面访问成功
2. 弹出批量配置用户等级弹窗
3. 修改成功
4. 用户详情等级展示正确","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","1","4","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168506","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证进入用户详情修改用户等级的功能","无","1. 进入用户详情页面
2. 编辑用户等级，修改用户等级为L4","1. 页面访问成功
2. 用户等级修改成功","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168505","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证创建用户设置用户等级功能","无","1. 进入用户管理页面
2. 点击创建账号
3. 输入必填项，账号、用户名、名称，选择用户等级L3，点击创建
4. 查看用户详情","1. 页面访问成功
2. 弹出创建账号二次弹窗
3. 创建成功
4. 用户详情展示正确","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","0","4","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168504","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证创建用户未设置用户等级","无","1. 进入用户管理页面
2. 点击创建账号
3. 输入必填项，账号、用户名、名称，未选择用户等级，点击创建
4. 查看用户详情","1. 页面访问成功
2. 弹出创建账号二次弹窗
3. 创建成功
4. 用户详情展示正确，用户等级默认为最低等级","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","1","4","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168503","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户等级输入框功能","无","1. 级别
2. 用户等级","1. 不可编辑
2. 输入1-16位英文、字符、数字","1. 
2.","","2","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168502","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户等级修改的功能","无","1. 进入用户管理页面
2. 修改用户等级：A、B、C、D、E，点击保存
3. 点击确定
4. 进入数据资产平台-数据安全-级别管理查看用户等级
5. 进入用户管理-用户信息，查看用户等级","1. 页面访问成功
2. 弹出二次确认弹窗
弹窗内容：修改用户等级后，「数据资产平台-数据安全-级别管理」、「用户管理-用户信息」中原有的用户等级将会被同步修改，建议前往检查变更。
3. 修改成功
4. 用户等级展示正确
5. 用户等级展示正确","1. 
2. 
3. 
4. 
5.","","1","功能测试","功能测试阶段","正常","0","1","5","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168501","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户等级删除至L1后，删除按钮置灰功能","无","1. 进入用户管理页面
2. 点击用户等级设置，删除L5~L2等级
3. 选择L1等级，点击删除","1. 页面访问成功
2. 删除成功，用户等级自动上升至L1
3. 删除按钮置灰，不可进行删除","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168500","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户等级删除功能","无","1. 进入用户管理页面
2. 点击用户等级设置，选择L5等级，点击删除","1. 页面访问成功
2. 删除成功，用户等级为L5等级用户自动上升至L4","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168499","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证用户等级设置icon提示","无","1. 进入用户管理-用户等级设置
2. 鼠标移入用户等级icon","1. 级别数字越小，代表的用户等级越低。
2. 未配置用户等级的用户，用户等级默认置为最低等级。","1. 
2.","","3","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168498","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证新增用户等级设置功能","无","1. 进入用户管理页面
2. 点击用户设置下拉框，选择用户等级等级设置
3. 点击新增用户等级，级别新增6，用户等级L6，点击保存","1. 页面访问成功
2. 弹出用户等级二次弹窗，默认展示L1～L5
3. 保存成功","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","0","3","","乔晓阳","2025-11-18","","0000-00-00","1","",""
"168497","公共组件_STD(#48)","/公共组件DAGScheduleX测试用例/公共组件6.4.3_STD/用户等级设置/6.3版本(#9671)","","6.3版本(#9671) 验证历史用户处理的功能","无","1. 进入用管理页面
2. 查看历史用户详情","1. 页面访问成功
2. 用户等级修改为最低等级L1","1. 
2.","","1","功能测试","功能测试阶段","正常","0","0","2","","乔晓阳","2025-11-18","","0000-00-00","1","",""
