"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"151206","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证表质量排名top5是否正确","无","1. 进入综合报告，查看数据是否正确","1. 展示今日表质量评分最高的前5张表","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151205","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证近期规则校验异常明细是否正确","无","1. 进入综合报告，查看数据是否正确","1. 取最近5个校验异常的实例信息","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151204","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表告警率top5是否正确","无","1. 进入综合报告，查看数据是否正确","1. 展示告警率最高的前五张表","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151203","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证告警率是否正确","无","1. 进入综合报告，查看数据是否正确","1. 【校验异常+失败次数】/实例总数*100%，保留到整数位","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151202","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证校验异常/失败次数是否正确","无","1. 进入综合报告，查看数据是否正确","1. 表负责人关联的所有单表校验任务产生的校验异常+关联任务失败总次数","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151201","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证运行实例数是否正确","无","1. 进入综合报告，查看数据是否正确","1. 表负责人关联的所有单表校验任务产生的实例数量","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151200","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证关联离线任务数是否正确","无","1. 进入综合报告，查看数据是否正确","1. 表负责人关联的所有单表校验任务中，关联的离线任务总数，若存在重复离线任务（比如多个质量校验关联了同一个离线任务），则需要去重计算；","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151199","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表数量统计是否正确","无","1. 进入综合报告，查看数据是否正确
2. 查看综合报告列表，该用户的关联表数量","1. 表负责人关联的所有执行过的单表校验任务的表数量
2. 和关联表数量一致","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151198","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证环比昨日评分是否正确","无","1. 进入综合报告，查看数据是否正确","1. 若昨日/今日质量评分为空，则环比昨日为- -，若昨日表质量评分不为空，则正常计算，今日数据-。","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151197","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证平均表质量评分是否正确","质量分值的评分依据：



若今日表的告警率为0，表质量评分为100分；（若表今日无任务实例运行，表质量评分为- -）

若今日表的告警率不为0，则需要根据子规则类型对应的告警率，来进行表质量评分的计算：

告警率大于0小于等于10%，质量评分为90分，告警率大于10%小于等于20%，质量评分为80分，以此类","1. 进入综合报告，查看数据是否正确","1. 平均表质量分值为【当天有评分数据的表的得分总和】/【当天有评分数据的表的数量】*100%","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151196","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证综合报告页面展示功能","无","1. 进入综合报告，查看展示","1. 最上方展示XX综合数据表质量报告，下方依次展示质量评估汇总，数据表告警率top5,近期规则校验明细，表质量排名TOP5，质量分值变化趋势","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151195","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证质量报告更新时间","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test1的单表校验任务，查看综合报告
2. （立即更新）再次执行，查看质量报告更新时间
3. （定时更新）再次执行，定时任务后，查看质量报告更新时间","1. 生成user1的综合报告
2. 更新时间为第二次执行的时间
3. 更新时间为第二次执行的时间","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151194","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证综合报告只统计该用户的单表校验规则","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test1的单表校验任务，查看综合报告
2. 执行表test4的单表校验任务，查看综合报告
3. 执行表test1和test2的多表校验任务，查看综合报告
4. 执行表test1相关的规则集，查看综合报告","1. 生成user1的综合报告,综合报告有该表的记录
2. user1的综合报告没有该表的记录
3. user1的综合报告没有该任务的记录
4. user1的综合报告没有该任务的记录","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","1","4","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151193","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表未指定负责人，执行多表校验规则，是否会产生综合报告","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test1和test2的多表校验任务，查看综合报告
2. 执行表test1和test3的多表校验任务，查看综合报告
3. 执行表test1和test4的多表校验任务，查看综合报告","1. 未产生综合报告
2. 未产生综合报告
3. 未产生综合报告","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151192","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表指定负责人，执行单表校验规则，是否会产生综合报告","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test1的单表校验任务，查看综合报告","1. 生成user1的综合报告","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151191","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表指定负责人，未执行单表校验规则，是否会产生综合报告","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test1的单表校验任务，查看综合报告","1. 未产生综合报告","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151190","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证数据表未指定负责人，执行单表校验规则，是否会产生综合报告","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 执行表test3的单表校验任务，查看综合报告","1. 未产生综合报告","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151189","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证查看报告按钮功能","无","1. 点击查看报告按钮","1. 跳转至表负责人的综合报告页面","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","可颂","2025-06-09","1","",""
"151188","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证排序功能","无","1. 点击数据表数量、综合评分、最近更新时间排序按钮","1. 功能正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","可颂","2025-06-09","1","",""
"151187","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证页面分页器功能","无","1. 下一页、左右翻页，点击页数，切换条数","1. 功能正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","可颂","2025-06-09","1","",""
"151186","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证表负责人搜索框","无","1. 搜索表负责人","1. 功能正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","可颂","2025-06-09","1","",""
"151185","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证综合报告页面展示","无","1. 进入质量报告-综合报告，查看页面展示","1. 页面展示表负责人搜索框，列表有字段表负责人、数据表数量、综合评分、最近更新时间、操作(查看报告)","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151184","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证质量报告菜单","无","1. 进入质量报告，查看页面展示","1. 菜单分为单表报告、综合报告；单表报告为原来的质量报告功能","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","可颂","2025-06-09","1","",""
"151183","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证负责人展示功能","元数据同步表test1、test2，选择负责人user1
元数据同步表test3，不选择负责人
元数据同步表test3，选择负责人user2","1. 进入规则任务配置页面，创建单表校验任务，选择test1
2. 进入规则任务配置页面，创建单表校验任务，选择test3
3. 进入规则任务配置页面，创建单表校验任务，选择test4
4. 进入规则任务配置页面，创建多表校验任务，选择test1、test2
5. 进入规则任务配置页面，创建多表校验任务，选择test1、test3
6. 进入规则任务配置页面，创建多表校验任务，选择test1、test4","1. 负责人列展示user1
2. 负责人列为空
3. 负责人列展示user2
4. 负责人列展示user1
5. 负责人列展示空
6. 负责人列展示空","1. 
2. 
3. 
4. 
5. 
6.","","1","功能测试","功能测试阶段","正常","0","1","6","通过","可颂","2025-06-03","","0000-00-00","1","",""
"151182","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/太极质量报告(#8847)","","验证规则列表展示负责人","无","1. 进入规则任务配置页面，查看列表展示","1. 新增负责人列","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","可颂","2025-06-03","","0000-00-00","1","",""
"145956","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 数据质量任务- 停止回答","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 单表校验规则失败场景： 1）数据源连不上 2）待测表不存在 3） 自定义sql规则语法错误 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 在AI回答过程中，查看回答区域下方
2. 点击【停止回答】","1. 显示【停止回答】按钮
2. 1）停止输出回答内容
2）【停止按钮】消失","1. 
2.","","3","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145955","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 数据质量任务- 复制","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 单表校验规则失败场景： 1）数据源连不上 2）待测表不存在 3） 自定义sql规则语法错误 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 点击【复制】
2. 在解析中状态时，查看【复制】按钮","1. 内容复制成功
2. 【复制】按钮禁用","1. 
2.","","3","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145954","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 数据质量任务- 重新生成","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 单表校验规则失败场景： 1）数据源连不上 2）待测表不存在 3） 自定义sql规则语法错误 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 点击【重新生成】
2. 在解析中状态时，查看【重新生成】按钮","1. 1）重新生成Loading状态正确
2）增加新一页，展示重新生成的解析内容，且解析内容正确相关
3）历史解析内容保留，通过翻页查看
2. 【重新生成】按钮禁用","1. 
2.","","2","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145953","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 数据质量任务- 解析内容正确","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 单表校验规则失败场景： 1）数据源连不上 2）待测表不存在 3） 自定义sql规则语法错误 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 查看解析内容
2. 解析内容翻页","1. 解析内容内容正确相关，且显示格式正确
2. 1）上一页/下一页翻页正确，最多只显示5页
2）每页内容代表在模态窗生命周期内，每次生成的解析内容","1. 
2.","","2","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145952","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 数据质量任务- 窗口交互","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 单表校验规则失败场景： 1）数据源连不上。 2）待测表不存在。 3） 自定义sql规则语法错误。

运行质量单表校验任务，使之运行失败","1. 1）进入「任务实例查询」-运行失败的单表校验任务-【查看日志】
2）点击【日志智能解析】
2. 1）进入【查看实例】-【查看日志】-【同步数据表记录】
2）点击同步失败表的【查看日志】
3）点击【日志智能解析】
3. 点击收起/展开icon
4. 点击关闭icon","1. 唤醒智能解析
2. 唤醒智能解析
3. 智能解析窗口收起/展开交互正常
4. 1）窗口关闭
2）解析内容清空不保存","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","1","4","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145951","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 元数据同步- 停止回答","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 元数据同步失败场景： 1）数据源连不上 2）同步的表或视图不存在了 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 在AI回答过程中，查看回答区域下方
2. 点击【停止回答】","1. 显示【停止回答】按钮
2. 1）停止输出回答内容
2）【停止按钮】消失","1. 
2.","","3","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145950","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 元数据同步- 复制","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 元数据同步失败场景： 1）数据源连不上 2）同步的表或视图不存在了 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 点击【复制】
2. 在解析中状态时，查看【复制】按钮","1. 内容复制成功
2. 【复制】按钮禁用","1. 
2.","","3","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145949","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 元数据同步- 重新生成","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 元数据同步失败场景： 1）数据源连不上 2）同步的表或视图不存在了 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 点击【重新生成】
2. 在解析中状态时，查看【重新生成】按钮","1. 1）重新生成Loading状态正确；
2）增加新一页，展示重新生成的解析内容，且解析内容正确相关
3）历史解析内容保留，通过翻页查看
2. 【重新生成】按钮禁用","1. 
2.","","2","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145948","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 元数据同步- 解析内容正确","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 元数据同步失败场景： 1）数据源连不上 2）同步的表或视图不存在了 ---- 页面： 1） 【查看实例】-【查看日志】-「同步日志」； 2）【查看实例】-【查看日志】-「同步数据表记录」-【查看日志】","1. 查看解析内容
2. 解析内容翻页","1. 解析内容内容正确相关，且显示格式正确
2. 1）上一页/下一页翻页正确，最多只显示5页
2）每页内容代表在模态窗生命周期内，每次生成的解析内容","1. 
2.","","2","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145947","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证日志解析- 元数据同步- 窗口交互","待测数据源类型：Hive、SparkThrift、Oracle、MySQL、SQLServer、ADB、GreenPlum、Oushu、StarRocks2.x、StarRocks3.x、Doris2.x、SapHana、TiDB、Inceptor、HashData、Trino 其他数据源类型暂不做考虑 ---- 元数据同步失败场景： 1）数据源连不上。 2）同步的表或视图不存在了。

运行元数据同步任务，使之运行失败","1. 1）进入【查看实例】-【查看日志】-【同步日志】
2）点击【日志智能解析】
2. 1）进入【查看实例】-【查看日志】-【同步数据表记录】
2）点击同步失败表的【查看日志】
3）点击【日志智能解析】
3. 点击收起/展开icon
4. 点击关闭icon","1. 唤醒智能解析
2. 唤醒智能解析
3. 智能解析窗口收起/展开交互正常
4. 1）窗口关闭
2）解析内容清空不保存","1. 
2. 
3. 
4.","","2","功能测试","","正常","0","1","4","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145946","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证数据质量SQL智能生成- 点赞/差评","-- 待测数据源类型：Hive、SparkThrift、Oracle、GreenPlumn、MySQL、ADB、Doris2.x、Inceptor -- 测试页面，待测数据源类型的单表校验任务新建/编辑流程-选择自定义SQL规则","1. 对回答进行点赞/差评","1. 点赞/差评交互正确","1.","","3","功能测试","","正常","0","1","1","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145945","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证数据质量SQL智能生成- 停止回答","-- 待测数据源类型：Hive、SparkThrift、Oracle、GreenPlumn、MySQL、ADB、Doris2.x、Inceptor -- 测试页面，待测数据源类型的单表校验任务新建/编辑流程-选择自定义SQL规则","1. 在AI回答过程中，查看回答区域下方
2. 点击【停止回答】","1. 显示【停止回答】按钮
2. 1）停止输出回答内容
2）【停止按钮】消失","1. 
2.","","3","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145944","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证数据质量SQL智能生成- 复制","-- 待测数据源类型：Hive、SparkThrift、Oracle、GreenPlumn、MySQL、ADB、Doris2.x、Inceptor -- 测试页面，待测数据源类型的单表校验任务新建/编辑流程-选择自定义SQL规则","1. 点击【复制】
2. 在解析中状态时，查看【复制】按钮","1. 内容复制成功
2. 【复制】按钮禁用","1. 
2.","","3","功能测试","","正常","0","2","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
"145943","数据资产_STD(#23)","/版本迭代测试用例/v6.3.1/AI(#8552)","","验证数据质量SQL智能生成- 重新生成","-- 待测数据源类型：Hive、SparkThrift、Oracle、GreenPlumn、MySQL、ADB、Doris2.x、Inceptor -- 测试页面，待测数据源类型的单表校验任务新建/编辑流程-选择自定义SQL规则","1. 点击【重新生成】
2. 在解析中状态时，查看【重新生成】按钮","1. 1）重新生成Loading状态正确
2）增加新一页，展示重新生成的回答，且回答内容正确相关
3）历史问答记录保留，通过上下滚动查看
2. 【重新生成】按钮禁用","1. 
2.","","2","功能测试","","正常","0","1","2","通过","bingbing","2025-02-20","","0000-00-00","1","",""
