"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"151223","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor支持采集视图表","已存在inceptor数据源A，数据库a,及普通表和视图表N","1. 1. 进入元数据同步页面2. 新增元数据同步任务3. 选择数据源A-数据库a,添加全部表4. 临时同步","1. 1. 元数据同步任务状态正常2. 视图表成功同步到数据地图","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151222","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor支持采集普通表","已存在inceptor数据源A，数据库a,及普通表和视图表N","1. 1. 进入元数据同步页面2. 新增元数据同步任务3. 选择数据源A-数据库a,添加全部表4. 临时同步","1. 1. 元数据同步任务状态正常2. 表成功同步到数据地图","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151221","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","【数据模型】inceptor建表表存储格式丰富(#14049)","验证inceptor-HOLODESK-外部表-范围分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: HOLODESK
生命周期:9999
表类型: 外部表
hdfs存储路径： hdfs://dtInsight/xx
字段1: id int ，勾选分区-范围分区，设置范围分区part1 ,分区值范围100
part2 ,分区值范围50
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","可颂","2025-06-17","1","",""
"151220","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-HOLODESK-内部表-单值分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: HOLODESK
生命周期:9999
表类型: 内部表
字段1: id int ，勾选分区-单值分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151219","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-HOLODESK-内部表-非分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: HOLODESK
生命周期:9999
表类型: 内部表
字段1: id int ，不勾选分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151218","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor数据源新增表类型HOLODESK","无","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 查看支持表类型","1. 新增HOLODESK类型可选","1.","","3","功能测试","功能测试阶段","正常","0","2","1","失败","旺仔","2025-06-04","","0000-00-00","1","",""
"151217","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-CSV-外部表-范围分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: CSV
生命周期:9999
表类型: 外部表
hdfs存储路径： hdfs://dtInsight/xx
字段1: id int ，勾选分区-范围分区，设置范围分区part1 ,分区值范围100
part2 ,分区值范围50
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151216","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-CSV-内部表-单值分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: CSV
生命周期:9999
表类型: 内部表
字段1: id int ，勾选分区-单值分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151215","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-CSV-内部表-非分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: CSV
生命周期:9999
表类型: 内部表
字段1: id int ，不勾选分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151214","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-TEXT-外部表-范围分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: TEXT
生命周期:9999
表类型: 外部表
hdfs存储路径： hdfs://dtInsight/xx
字段1: id int ，勾选分区-范围分区，设置范围分区part1 ,分区值范围100
part2 ,分区值范围50
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151213","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-TEXT-内部表-单值分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: TEXT
生命周期:9999
表类型: 内部表
字段1: id int ，勾选分区-单值分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151212","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-TEXT-内部表-非分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: TEXT
生命周期:9999
表类型: 内部表
字段1: id int ，不勾选分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151211","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-ORC-非事物表-范围分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: ORC
表类型: 非事物表
生命周期:9999
表类型: 内部表
字段1: id int ，勾选分区-范围分区，设置范围分区part1 ,分区值范围100
part2 ,分区值范围50
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","1","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151210","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-ORC-事物表-单值分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: ORC
表类型: 事物表
生命周期:9999
表类型: 内部表
字段1: id int ，勾选分区-单值分区
字段2: name String , 不勾选分区，设置分桶字段，10","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","3","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"151209","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/inceptor支持存储过程血缘解析(#8846)","","验证inceptor-ORC-事物表-非分区建表正常","任务配置如下：
表名： test_table
表中文名: 测试用表
存储格式: ORC
表类型: 事物表
生命周期:9999
表类型: 内部表
字段1: id int ，不勾选分区
字段2: name String , 不勾选分区","1. 1. 进入资产数据模型建表页面2. 点击【新建表】，写入数据源选择inceptor3. 如前提条件内配置4. 保存，新建表","1. 1. 建表语句解析正常2. 建表成功3. 底层表查看表信息正常4. 数据地图查看表信息正常","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","旺仔","2025-06-04","","0000-00-00","1","",""
"149132","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","【数据标准】词根管理，展示词根被引用的标准列表(#14053)","校验词根被引用标准列表页分页功能","无","1. 默认显示20/每页
2. 选择10/每页
3. 选择50/每页
4. 选择100/每页","1. 1）页面最多展示20条数据，超过20条数据分页展示2）显示：共x条数据，每页显示20条3）点击“>“可查看下一页数据，点击“<“可查看上一页数据，点击分页号，跳转到指定页面
2. 1）页面最多展示10条数据，超过10条数据分页展示2）显示：共x条数据，每页显示10条3）点击“>“可查看下一页数据，点击“<“可查看上一页数据，点击分页号，跳转到指定页面
3. 1）页面最多展示50条数据，超过50条数据分页展示2）显示：共x条数据，每页显示50条3）点击“>“可查看下一页数据，点击“<“可查看上一页数据，点击分页号，跳转到指定页面
4. 1）页面最多展示100条数据，超过100条数据分页展示2）显示：共x条数据，每页显示100条3）点击“>“可查看下一页数据，点击“<“可查看上一页数据，点击分页号，跳转到指定页面","1. 
2. 
3. 
4.","","3","功能测试","功能测试阶段","正常","1","1","4","失败","bingbing","2025-04-11","可颂","2025-06-17","1","",""
"149131","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","校验右侧抽屉标准详情页","进入词根被引用标准列表页","1. 1.进入age被引用标准列表页2.点击标准名称","1. 1.标准的创建时间，最近上线时间，最近编辑用户显示正确2.标准的业务属性，技术属性信息展示正确3.标准的版本变更信息显示正确","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149130","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","校验标准名称支持查看标准详情功能","进入词根被引用标准列表页","1. 1.进入age被引用标准列表页2.点击标准名称","1. 右侧抽屉显示标准详情","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149129","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","验证标准变更后词根被引入数量变化","age词根被引入数量为1","1. 编辑/删除引入age词根的数据标准","1. 【数据标准】-【词根管理】页面，age词根被引入数量变为0","1.","","2","功能测试","功能测试阶段","正常","1","1","1","失败","bingbing","2025-04-11","","0000-00-00","1","",""
"149128","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","验证搜索框搜索功能","进入词根被引用标准列表页","1. 对中文名/英文名进行模糊搜索
2. 对中文名/英文名进行全局搜索","1. 搜索结果正确
2. 搜索结果正确","1. 
2.","","3","功能测试","功能测试阶段","正常","0","1","2","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149127","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","校验词根被引用标准列表页","无","1. 检查页面展示","1. 1.显示“age词根被引用标准列表”标头2.显示搜索框3.显示age词根被引用标准列表","1.","","1","功能测试","功能测试阶段","正常","0","3","1","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149126","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","验证词根被引用数量大于1的功能","进入【数据标准】-【词根管理】页面","1. 1.新增一个词根，词根简称为：age，词根全称为：age，词根中文名为：年龄2.数据标准引用词根age3.点击age的被引用数量“1”","1. 页面下钻到age词根被引用标准列表页","1.","","1","功能测试","功能测试阶段","正常","0","3","1","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149125","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/词根管理，展示词根被引用的标准列表(#8731)","","验证词根被引用数量为0的功能","进入【数据标准】-【词根管理】页面","1. 1.新增一个词根，词根简称为：name，词根全称为：name，词根中文名为：名称2.数据标准不引用词根name3.点击name的被引用数量“0”","1. “0”无法点击","1.","","2","功能测试","功能测试阶段","正常","0","1","1","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149124","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/元数据同步用户可根据控制台的自定义参数设置(#8732)","【元数据】元数据同步用户可根据控制台的自定义参数设置(#14051)","验证非自定义元数据同步用户功能","在控制台的SparkThrift的meta计算组件/Hive的meta计算组件未配置自定义参数agent.meta.collect.user为user","1. 1.进入【元数据】-【元数据同步】页面2.新建临时同步任务/周期同步任务","1. 元数据正常同步","1.","","2","功能测试","功能测试阶段","正常","0","0","1","","bingbing","2025-04-11","可颂","2025-06-17","1","",""
"149123","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/元数据同步用户可根据控制台的自定义参数设置(#8732)","","验证自定义元数据同步用户功能","在控制台的SparkThrift的meta计算组件/Hive的meta计算组件配置自定义参数agent.meta.collect.user为user","1. 1.给user用户和root用户配置访问hdfs的目录权限2.进入【元数据】-【元数据同步】页面3.新建临时同步任务/周期同步任务
2. 1.没有给user用户配置访问hdfs的目录权限2.进入【元数据】-【元数据同步】页面3.新建临时同步任务/周期同步任务
3. 1.没有给user用户配置访问hdfs的目录权限，给root用户配置访问hdfs的目录权限2.进入【元数据】-【元数据同步】页面3.新建临时同步任务/周期同步任务","1. 元数据正常同步
2. 元数据同步失败
3. 元数据同步失败","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","2","3","通过","bingbing","2025-04-11","","0000-00-00","1","",""
"149120","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证建表关联指标/维度，表详情展示","表test_table
1）有字段中文名：用户姓名，英文名：user_name，绑定了指标：用户姓名

2）有字段中文名：姓名1，英文名：name1，绑定了维度：姓名1","1. 进入数据地图，表test_table的详情页，查看字段姓名1、用户姓名
2. 点击姓名1，查看维度详情弹窗
3. 点击用户姓名，查看指标详情弹窗","1. 字段名后有指标/维度标识的icon
2. 1）详情弹窗展示【基础信息】【维度值】2）具体参数和内容展示与指标库一样
3. 1）详情弹窗展示【基础信息】【业务信息】【技术信息】2）具体参数和内容展示与指标库一样","1. 
2. 没有弹窗
3.","","2","功能测试","功能测试阶段","正常","1","1","3","失败","可颂","2025-04-11","","0000-00-00","1","",""
"149119","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证维度详情页展示是否正确","指标库有
指标：姓名(name)、用户姓名(user_name)
维度：姓名(name)、姓名1(name1)

批量解析模式、建表语句模式","1. 字段中文名输入“姓名”，鼠标悬浮在维度：“姓名”上
2. 选择维度：“姓名1”，点击【所属指标/维度】列的内容","1. 1）详情弹窗展示【基础信息】【维度值】2）具体参数和内容展示与指标库一样
2. 1）详情弹窗展示【基础信息】【维度值】2）具体参数和内容展示与指标库一样","1. 
2.","","2","功能测试","功能测试阶段","正常","0","1","2","通过","可颂","2025-04-11","","0000-00-00","1","",""
"149118","数据资产_STD(#23)","/版本迭代测试用例/v6.3.3/益禾堂-建表支持对接指标(#8729)","","验证指标详情页展示是否正确","指标库有
指标：姓名(name)、用户姓名(user_name)
维度：姓名(name)、姓名1(name1)

批量解析模式、建表语句模式","1. 字段中文名输入“姓名”，鼠标悬浮在指标：“用户姓名”上
2. 选择指标：“用户姓名”，点击【所属指标/维度】列的内容","1. 1）详情弹窗展示【基础信息】【业务信息】【技术信息】2）具体参数和内容展示与指标库一样
2. 1）详情弹窗展示【基础信息】【业务信息】【技术信息】2）具体参数和内容展示与指标库一样","1. 
2.","","1","功能测试","功能测试阶段","正常","0","1","2","通过","可颂","2025-04-11","","0000-00-00","1","",""
