用例编号,用例标题,所属模块,相关需求,前置条件,步骤,预期结果,优先级,用例类型
132437,验证数据开发- 批量操作- 手动任务- 任务标签搜索校验 模糊匹配,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 在标签管理中添加MySql、sqlServer
3. 搜索sql","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 下拉浮层显示所有含sql的选项",2,功能测试
132436,验证数据开发- 批量操作- 手动任务- 任务标签搜索校验 精准匹配,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 在标签管理中添加MySql
3. 搜索MySql","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 下拉浮层只显示MySql选项",2,功能测试
132435,验证数据开发- 批量操作- 手动任务- 任务类型搜索校验- 无匹配数据,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 搜索 12321332131","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 下拉浮层显示暂无数据",3,功能测试
132434,验证数据开发- 批量操作- 手动任务- 任务类型搜索校验- 不区分大小写,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),项目支持所有任务类型,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 搜索sql
3. 搜索SQL","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 下拉浮层显示所有含sql的选项
3. 下拉浮层显示所有含sql的选项",2,功能测试
132433,验证数据开发- 批量操作- 手动任务- 任务类型搜索校验- 模糊匹配,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),项目支持所有任务类型,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 搜索sql","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 下拉浮层显示所有含sql的选项",2,功能测试
132432,验证数据开发- 批量操作- 手动任务- 任务类型搜索校验- 精准匹配,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),项目支持mysql任务类型,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 搜索MySql","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 下拉浮层只显示MySql选项",2,功能测试
132431,验证数据开发- 批量操作- 手动任务- ui位置调整-,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 任务类型下拉搜索功能移植到下方任务列表的任务类型表头
3. 任务标签下拉搜索功能移植到下方任务列表的任务标签表头
4. 提交状态下拉搜索功能移植到下方任务列表的状态表头","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. ui显示正确，内容与预期完全一致，无异常或错误
3. ui显示正确，内容与预期完全一致，无异常或错误
4. ui显示正确，内容与预期完全一致，无异常或错误",1,功能测试
132430,验证数据开发- 批量操作- 周期任务- 更多操作- 更多操作功能校验- 修改任务标签校验,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选中任一任务，点击修改任务标签校验
3. 修改标签后，点击确定
4. 关闭弹窗","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 出现修改标签弹窗
3. 调用taskBatchChange接口，校验接口入参出参
4. 列表数据自动刷新，调用selectTaskPageInfo和getCatalogue",2,功能测试
132429,验证数据开发- 批量操作- 周期任务- 更多操作- 更多操作功能校验- 修改调度周期校验,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选中任一任务，点击修改调度周期
3. 调整调度周期后，点击确定
4. 关闭弹窗","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 出现修改调度周期弹窗
3. 调用taskBatchChange接口，校验接口入参出参
4. 列表数据自动刷新，调用selectTaskPageInfo和getCatalogue",2,功能测试
132428,验证数据开发- 批量操作- 周期任务- 提交按钮- 提交按钮功能校验,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选中任一任务，点击提交","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用taskBatchSubmit接口，校验接口入参出参",2,功能测试
132427,验证数据开发- 批量操作- 周期任务- 翻页组件与筛选- 指定页码与筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型，点击页码按钮","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参",2,功能测试
132426,验证数据开发- 批量操作- 周期任务- 翻页组件与筛选- 每页条数与筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型，切换每页条数","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参",2,功能测试
132425,验证数据开发- 批量操作- 周期任务- 翻页组件与筛选- 前后翻页与筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型，点击向前/向后翻一页
3. 选择指定任务类型，点击向前/向后翻多页","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参
3. 调用selectTaskPageInfo接口，校验入参出参",1,功能测试
132424,验证数据开发- 批量操作- 周期任务- 列表勾选- 筛选后清除已勾选数据,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 点击列表下方选择全部按钮，选择指定任务类型
3. 点击列表下方选择全部按钮，选择指定任务标签
4. 点击列表下方选择全部按钮，选择指定任务状态","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 任务取消选中，列表下方显示已选择0个任务
3. 任务取消选中，列表下方显示已选择0个任务
4. 任务取消选中，列表下方显示已选择0个任务",1,功能测试
132423,验证数据开发- 批量操作- 周期任务- 重置按钮- 重置批量操作tab页所有可操作项,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 重置所有筛选项，筛选项内容为默认状态
3. 显示所有未删除任务","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 校验接口传参，selectTaskPageInfo接口传参为
{
“pageIndex“: 1,
“pageSize“: 20,
“taskGroup“: 0
}
3. 与初始化时一致",1,功能测试
132422,验证数据开发- 批量操作- 周期任务- 查询按钮- 查询按钮与指定任务状态筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务状态，点击查询按钮","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参",2,功能测试
132421,验证数据开发- 批量操作- 周期任务- 查询按钮- 查询按钮与指定任务标签筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务标签，点击查询按钮","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参",2,功能测试
132420,验证数据开发- 批量操作- 周期任务- 查询按钮- 查询按钮与指定任务类型筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型，点击查询按钮","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参",2,功能测试
132419,验证数据开发- 批量操作- 周期任务- 查询按钮- 查询按钮与列表表头筛选项,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型、任务标签、任务状态，点击查询按钮
3. 输入任务名称，选择指定任务类型、任务标签、任务状态，点击查询按钮","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参
3. 调用selectTaskPageInfo接口，校验入参出参",1,功能测试
132418,验证数据开发- 批量操作- 周期任务- 多列筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型和指定任务标签，列表显示对应数据
3. 选择指定任务标签和指定任务状态，列表显示对应数据
4. 选择指定任务类型，设置创建时间为倒序，列表显示对应数据","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参
3. 调用selectTaskPageInfo接口，校验入参出参
4. 调用selectTaskPageInfo接口，校验入参出参",1,功能测试
132417,验证数据开发- 批量操作- 周期任务- 单列筛选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择指定任务类型，列表显示对应任务类型数据
3. 选择指定任务标签，列表显示对应任务标签数据
4. 选择指定任务状态，列表显示对应任务状态数据","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 调用selectTaskPageInfo接口，校验入参出参
3. 调用selectTaskPageInfo接口，校验入参出参
4. 调用selectTaskPageInfo接口，校验入参出参",1,功能测试
132416,验证数据开发- 批量操作- 周期任务- 默认值 默认值重置,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 分别选择任务类型、任务标签、任务状态任一选项
3. 选择当前tab页左上角的手动任务
4. 切换回周期任务","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 任务类型、任务标签、任务状态选项恢复为默认状态",2,功能测试
132415,验证数据开发- 批量操作- 周期任务- 默认值 校验默认值,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 任务类型默认不选中数据
3. 任务标签默认不选中数据
4. 任务状态默认不选中选项","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 校验接口传参，selectTaskPageInfo接口不传searchTaskType参数
3. 校验接口传参，selectTaskPageInfo接口不传tagIds参数
4. 校验接口传参，selectTaskPageInfo接口不传searchTaskStatus参数",1,功能测试
132414,验证数据开发- 批量操作- 周期任务- 选项选中交互- 任务状态支持单选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择一个选项
3. 选择其他选项
4. 选中选项后下拉浮层不显示","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 原先选项被替换为重新选择的选项
4. 页面内容与预期一致，所有元素正常显示，数据准确",2,功能测试
132413,验证数据开发- 批量操作- 周期任务- 选项选中交互- 任务标签支持多选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择一个选项
3. 选择部分选项
4. 逐个选中全部选项
5. 选中后再次点击选项，取消选中
6. 选中选项后下拉浮层仍然显示","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 系统提示操作成功，页面/数据状态更新为最新
5. 系统提示操作成功，页面/数据状态更新为最新
6. 页面内容与预期一致，所有元素正常显示，数据准确",2,功能测试
132412,验证数据开发- 批量操作- 周期任务- 选项选中交互- 任务类型支持多选,/版本迭代测试用例/BatchWork_6.3.0/批量操作筛选优化/数据开发/批量操作(#7857),批量操作筛选优化(#13436),无,"1. 进入【离线开发】-【数据开发】-【批量操作】页面
2. 选择一个选项
3. 选择部分选项
4. 逐个选中全部选项
5. 选中后再次点击选项，取消选中
6. 选中选项后下拉浮层仍然显示","1. 成功进入【离线开发】-【数据开发】-【批量操作】页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 系统提示操作成功，页面/数据状态更新为最新
5. 系统提示操作成功，页面/数据状态更新为最新
6. 页面内容与预期一致，所有元素正常显示，数据准确",2,功能测试
