用例编号,用例标题,所属模块,相关需求,前置条件,步骤,预期结果,优先级,用例类型
162082,验证点击新增经营过程,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理
3. 点击新增经营过程
4. 输入正确的经营过程名称、经营过程标识、经营过程描述
5. 选择正确的经营目标影响范围、经营过程分类
6. 责任人、用户组
7. 必填字段正确填写，点击确定
8. 新增经营过程成功后，点击经营过程编辑
9. 进入新增页面，点取消，或者点击面包屑","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 进入经营过程管理列表
3. 成功跳转到新增页面
4. 输入成功，系统给出成功反馈，相关页面/数据状态更新为最新
5. 选择项已高亮/回显选中状态，相关联动字段随之更新
6. 回显正确，内容与预期完全一致，无异常或错误
7. 新增经营过程成功，列表+1
8. 回显的所有字段和新增时填写的字段一致
9. 可以返回上一页",1,功能测试
162081,验证点击编辑,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理
3. 点击编辑，校验规则同新增
4. 编辑经营过程保存成功后，再次点击编辑
5. 修改保存成功后","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 进入经营过程管理列表
3. 编辑保存成功，系统给出保存成功提示，配置/数据已持久化，页面更新为最新状态
4. 正确回显
5. 引用修改字段的地方，同步更新",1,功能测试
162080,验证点击删除,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理
3. 点击删除，二次删除弹窗确认（文案：确认删除经营过程“$经营过程名称$”吗？删除后，若该经营过程继续有转化结果，将无法正常显示经营过程信息，请谨慎操作！），点击确定","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 进入经营过程管理列表
3. 删除成功，列表-1",1,功能测试
162079,验证经营过程名称,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 提示词：请输入经营目标名称
4. 必填
5. 长度限制64字符","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 正确展示
4. 为空校验：请输入经营目标名称
5. 超长校验：限制输入64字符",2,功能测试
162078,验证经营过程标识,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 提示词：请输入经营过程标识
4. 必填
5. 长度限制64字符
6. 同一个项目内不可重复","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 正确展示
4. 为空校验：请输入经营过程标识
5. 超长校验：限制输入64字符
6. 重复校验：经营过程标识重复；不同项目内可重复",1,功能测试
162077,验证经营过程描述,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 提示词：请输入经营过程描述
4. 非必填
5. 长度限制500字符","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 正确展示
4. 支持为空
5. 超长校验：限制输入500字符",3,功能测试
162076,验证经营目标影响范围（下个迭代）,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 非必选
4. 支持多选
5. 选择枚举值：目标-目标策略-子目标的层级选择，其中，可选目标、子目标层级的内容（目标策略起到目录作用，不可选择）
6. 若所选的经营目标、子目标被修改
7. 若所选的经营目标、子目标被删除，点击经营目标新增保存时","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 支持为空
4. 大于10个置灰无法选择
5. 正确展示
6. 此处同步更新
7. 提示：目标已删除，请重新选择",1,功能测试
162075,验证经营过程分类,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 提示词：请选择经营过程分类
4. 必选，仅支持单选
5. 选择枚举值：经营过程分类列表
6. 若所选的经营过程被修改
7. 若所选的经营过程分类被删除，点击新增事件保存时","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 正确展示
4. 为空校验：经营过程分类
5. 和经营过程分类列表一致
6. 此处同步更新
7. 提示：经营过程分类已删除，请重新选择",2,功能测试
162074,验证负责人,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 默认填充：创建人
4. 切换责任人","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 支持修改
4. 用户组清空需要从选",3,功能测试
162073,验证负责用户组,/迭代版本测试用例/V6.4.1-银联云/经营过程管理(#9378),经营过程管理：支持经营过程的增删改查(#14938),无,"1. 进入【迭代版本测试用例】-【V6.4.1】页面
2. 点击经营管理-经营过程管理 ，进入经营过程管理列表
3. 默认填充负责人所在用户组，负责人若只绑定一个用户组
4. 负责人存在多个用户组的，取列表第一个
5. 支持修改
6. UIC删除用户、用户组不存在，还回显历史bug验证","1. 成功进入【迭代版本测试用例】-【V6.4.1】页面，页面内容正常加载显示，无报错
2. 点击新增/编辑经营过程进入新增/编辑经营过程页面
3. 页面内容与预期一致，所有元素正常显示，数据准确
4. 页面内容与预期一致，所有元素正常显示，数据准确
5. 重选成功，系统给出成功反馈，相关页面/数据状态更新为最新
6. 有问题继续提bug",3,功能测试
